"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","5183","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","4","4","1","5.974154","0","5"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","1","1","11.032019","0","16"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","1","1","11.296316","0","19"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","9","1","1","27.197367","0","25"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","4","2","1","9.036041","0","11"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","60","1","1","89.458397","0","1109"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","98","4","1","135.852737","0","4685"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","60","7","1","82.675209","0","1881"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","9","1","1","11.615604","0","51"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","28","1","1","44.677425","0","356"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","14","1","1","21.187359","0","118"
"/Engine/VREditor/TransformGizmo/Main.Main","0","9","1","1","17.587343","0","51"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","9","2","1","10.877608","0","51"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","51","21","1","51.638397","0","342"
"/Game/W012557k/UI/fenceWood_BaseColor_Mat.fenceWood_BaseColor_Mat","0","28","1","1","41.836170","0","420"
"/Game/W012557k/GroundEnemies/DungBeetle/default.default","0","14","1","1","20.999945","0","118"
"/Game/t017849k/StaticMeshes/M_Light.M_Light","0","23","1","1","38.221733","0","298"
"/Game/t017849k/SkeletalMeshes/Snail/PM3D_Sphere3D3.PM3D_Sphere3D3","0","28","1","1","41.685726","0","433"
"/Game/t017849k/SkeletalMeshes/Beetle/BeetleUnwrap.BeetleUnwrap","0","28","1","1","41.805828","0","377"
"/Game/t017849k/SkeletalMeshes/Ant/PM3D_ZSphere2_3.PM3D_ZSphere2_3","0","28","1","1","41.850449","0","277"
"/Game/t017849k/SkeletalMeshes/MushroomUnwrap.MushroomUnwrap","0","28","1","1","48.463036","0","433"
"/Game/t017849k/RVT/Road/M_Road.M_Road","0","44","2","1","59.808376","0","880"
"/Game/t017849k/Particles/wind/Materials/M_Wind.M_Wind","0","27","2","1","33.645134","0","399"
"/Game/t017849k/Materials/Shaders/M_CelShader2.M_CelShader2","0","6","1","1","5.536283","0","26"
"/Game/t017849k/Materials/Shaders/M_CelShader.M_CelShader","0","6","6","1","5.406006","0","9"
"/Game/Maps/NoahsTestAssets/01_-_Default.01_-_Default","0","14","1","1","20.624369","0","118"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","28","4","1","41.766762","0","424"
"/Game/ConnorMinns/Assets/Terrain/HybridMaterials/M_Water.M_Water","0","23","1","1","119.991028","0","298"
"/Game/ConnorMinns/Assets/Terrain/HybridMaterials/M_WallBlend.M_WallBlend","0","28","1","1","37.578625","0","401"
"/Game/ConnorMinns/Assets/Terrain/HybridMaterials/M_LilyPad.M_LilyPad","0","14","1","1","18.674059","0","114"
"/Game/ConnorMinns/Assets/Terrain/HybridMaterials/M_LandscapeBlend.M_LandscapeBlend","0","14","1","1","20.537472","0","118"
"/Game/Blueprints/Towers/Actors/CarrotRootmaterial.CarrotRootmaterial","0","14","1","1","20.334473","0","99"
"/Game/Blueprints/TowerPlacing/Materials/RadiusOutline.RadiusOutline","0","24","1","1","34.444038","0","323"
"/Game/Blueprints/TowerPlacing/Materials/FlashMat.FlashMat","0","48","4","1","85.567757","0","762"
"/Game/Blueprints/TowerPlacing/Materials/01_-_Default.01_-_Default","0","56","1","1","52.945362","0","810"
"/Game/Blueprints/Assets/Meshes/Default.Default","0","14","8","1","20.088785","0","48"
"/Game/Blueprints/Assets/Meshes/01_-_Default.01_-_Default","0","14","1","1","0.000000","0","118"
"","0","1","0","1","0.000000","56","0"
"/Game/Beam_Mat.Beam_Mat","0","96","3","1","141.363617","0","4474"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","84","1","1","165.484436","0","2586"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","4","1","1","4.922522","0","13"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","60","19","1","82.460266","0","1383"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","66","2","1","151.745468","0","1004"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","66","2","1","155.493408","0","871"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","66","1","1","148.202011","0","909"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","1","1","42.473511","0","282"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","9","1","1","10.464720","0","53"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","1","1","14.319377","0","26"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","12","1","1","15.701900","0","83"
"/ControlRig/M_Manip.M_Manip","0","12","1","1","14.255601","0","70"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","66","5","2","92.586288","0","731"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","4","1","4.822146","0","7"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","1","1","6.287027","0","26"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","98","1","1","116.764000","0","2204"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","56","1","1","492.659424","0","743"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","26","4","1","25.739908","0","269"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","125","1","1","176.451385","0","3056"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","167","14","1","259.860596","0","5962"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1488","4","1","1986.291504","0","184717"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","29","1","1","41.140118","0","368"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","61","34","6","75.746025","0","285"
"/Game/W012557k/NewFolder/Carrot_low_default_BaseColor_Mat.Carrot_low_default_BaseColor_Mat","0","28","2","1","43.699417","0","299"
"/Game/W012557k/GroundEnemies/SnailEnemy+AnimBP/Slug/Slug_low_Slug_BaseColor_Mat.Slug_low_Slug_BaseColor_Mat","0","28","1","1","43.813133","0","263"
"/Game/W012557k/GroundEnemies/SnailEnemy+AnimBP/Snail_low_Snail_BaseColor_Mat.Snail_low_Snail_BaseColor_Mat","0","28","1","1","45.267097","0","275"
"/Game/W012557k/character/NewFolder/NewFolder/Staff_low_Staff_BaseColor_Utility_-_sRGB_-_Texture_Mat.Staff_low_Staff_BaseColor_Utility_-_sRGB_-_Texture_Mat","0","28","1","1","44.065823","0","313"
"/Game/W012557k/character/NewFolder/5_Wizard_BaseColor_Utility_-_sRGB_-_Texture_Mat.5_Wizard_BaseColor_Utility_-_sRGB_-_Texture_Mat","0","30","4","1","51.576393","0","304"
"/Game/W012557k/character/CharacterStuff/Ch39_Body.Ch39_Body","0","28","1","1","43.754784","0","248"
"/Game/t017849k/StaticMeshes/WizardHouseUE5/WizardHouseUE5/Tower/Tower.Tower","0","14","1","1","21.412580","0","59"
"/Game/t017849k/StaticMeshes/WizardHouseUE5/WizardHouseUE5/RoofStuff/Roof.Roof","0","14","1","1","21.042669","0","97"
"/Game/t017849k/StaticMeshes/WizardHouseUE5/WizardHouseUE5/House2/House2.House2","0","14","1","1","20.618334","0","87"
"/Game/t017849k/StaticMeshes/WizardHouseUE5/WizardHouseUE5/House1/House1.House1","0","14","1","1","20.716745","0","118"
"/Game/t017849k/StaticMeshes/WizardHouseUE5/WizardHouseUE5/Cobble/Cobble_Proper.Cobble_Proper","0","14","1","1","20.616814","0","96"
"/Game/t017849k/StaticMeshes/M_Seed.M_Seed","0","15","1","1","24.817343","0","149"
"/Game/t017849k/SkeletalMeshes/Mushroom/MushroomUnwrap.MushroomUnwrap","0","28","1","1","41.679966","0","174"
"/Game/t017849k/SkeletalMeshes/Flytrap/M_Flytrap.M_Flytrap","0","42","1","1","63.763882","0","442"
"/Game/t017849k/SkeletalMeshes/Dragonfly/body.body","0","28","1","1","42.521622","0","271"
"/Game/t017849k/SkeletalMeshes/Dragonfly/assets.assets","0","96","1","1","148.489822","0","2436"
"/Game/t017849k/SkeletalMeshes/Carrot/default.default","0","14","1","1","20.764713","0","97"
"/Game/t017849k/SkeletalMeshes/Beetle/M_Beetle.M_Beetle","0","28","1","1","41.840282","0","273"
"/Game/t017849k/SkeletalMeshes/Beetle/default.default","0","28","1","1","42.798927","0","351"
"/Game/t017849k/Particles/wind/Materials/M_FallingLeaves.M_FallingLeaves","0","83","1","1","124.879707","0","2138"
"/Game/t017849k/Particles/Butterflies/M_Butterfly.M_Butterfly","0","83","1","1","116.272186","0","2338"
"/Game/t017849k/Materials/LandscapeMaterial/M_BorderMat.M_BorderMat","0","28","1","1","41.833485","0","355"
"/Game/t017849k/Foliage/Oak2/M_Oak2.M_Oak2","0","46","1","1","71.177567","0","829"
"/Game/t017849k/Foliage/Oak1/M_Oak1.M_Oak1","0","46","1","1","70.516747","0","678"
"/Game/t017849k/Foliage/Birch2/M_Birch2.M_Birch2","0","46","1","1","71.482506","0","712"
"/Game/t017849k/Foliage/Birch1/M_Birch1.M_Birch1","0","46","2","1","71.468460","0","532"
"/Game/Prototype_RemoveBefoehanding/HoverBG_Mat.HoverBG_Mat","0","14","6","1","20.379318","0","85"
"/Game/ConnorMinns/Assets/Mat/WoodBridge_BaseColor_Mat.WoodBridge_BaseColor_Mat","0","23","1","1","34.784824","0","257"
"/Game/ConnorMinns/Assets/Mat/propLamppost_BaseColor_Mat.propLamppost_BaseColor_Mat","0","14","1","1","21.101885","0","118"
"/Game/ConnorMinns/Assets/Mat/propLamppost_BaseColorLight_Mat.propLamppost_BaseColorLight_Mat","0","43","1","1","38.171921","0","584"
"/Game/ConnorMinns/Assets/Mat/propCrate_BaseColor_Mat.propCrate_BaseColor_Mat","0","14","1","1","21.081068","0","74"
"/Game/ConnorMinns/Assets/Mat/propBarrel_BaseColor_Mat.propBarrel_BaseColor_Mat","0","14","1","1","20.455526","0","94"
"/Game/ConnorMinns/Assets/Mat/fenceWood_BaseColor_Mat.fenceWood_BaseColor_Mat","0","23","1","1","34.873013","0","255"
"/Game/ConnorMinns/Assets/Mat/fenceStonewall_BaseColor_Mat.fenceStonewall_BaseColor_Mat","0","23","1","1","35.599194","0","257"
"/Game/ConnorMinns/Assets/Mat/fenceStonewallPost_BaseColor_Mat.fenceStonewallPost_BaseColor_Mat","0","23","2","1","35.165791","0","232"
"/Game/Blueprints/TowerPlacing/Materials/ResTest_Mat.ResTest_Mat","0","24","1","1","36.960926","0","300"
"/Game/Blueprints/TowerPlacing/Materials/RangeOutline_Mat.RangeOutline_Mat","0","24","1","1","36.452019","0","300"
"/Game/Blueprints/Assets/Textures/Barricade_Material.Barricade_Material","0","14","1","1","21.252266","0","82"
"/Game/HealTexture_Mat.HealTexture_Mat","0","96","2","1","143.605118","0","2838"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","2","1","5.446710","0","24"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","2","1","5.820786","0","17"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","43","2","1","38.576988","0","797"
"/Game/ConnorMinns/Assets/Terrain/Mat/M_WallDirtBlend.M_WallDirtBlend","0","28","1","1","43.185089","0","332"
"/SideFX_Labs/Materials/Templates/M_TemplatePyro_Advanced.M_TemplatePyro_Advanced","0","24","6","1","42.018730","0","78"
"/Game/t017849k/StaticMeshes/M_PropMaster.M_PropMaster","0","46","3","1","71.729240","0","880"
"/Game/t017849k/Particles/Seed/M_SeedsDancing.M_SeedsDancing","0","72","1","1","112.216370","0","1184"
"/Game/t017849k/Materials/Shaders/M_Water.M_Water","0","14","2","1","64.534340","0","43"
"/Game/t017849k/Materials/Shaders/M_ToonShader.M_ToonShader","0","6","6","1","6.065816","0","11"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","112","12","2","160.375839","0","1993"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","90","7","3","113.656815","0","1127"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","92","11","4","127.666763","0","812"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","28","6","2","48.064331","0","132"
"/Game/t017849k/SkeletalMeshes/Flytrap/VATM_PotMat.VATM_PotMat","0","78","2","2","140.716583","0","1185"
"/Game/t017849k/SkeletalMeshes/Flytrap/VATM_MushroomPotMat.VATM_MushroomPotMat","0","52","9","2","92.053520","0","273"
"/Game/t017849k/SkeletalMeshes/Flytrap/VATM_CarrotPot.VATM_CarrotPot","0","52","8","2","93.173981","0","266"
"/Game/t017849k/Materials/LandscapeMaterial/M_Landscape.M_Landscape","0","871","31","16","1255.725220","56","14702"
"/Game/t017849k/StaticMeshes/M_Crystal.M_Crystal","0","48","4","1","84.174469","0","381"
"/Game/t017849k/Particles/Explosion/M_Explosion.M_Explosion","0","72","3","1","126.787827","0","583"
"/Game/t017849k/Particles/Birds/M_Bird.M_Bird","0","74","13","1","106.282135","0","969"
"/Game/t017849k/UI/M_PlantZone.M_PlantZone","0","29","6","1","40.286663","0","198"
"/Game/t017849k/StaticMeshes/M_Dark.M_Dark","0","14","3","1","20.604038","0","50"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","84","3","1","173.697174","0","1533"
"/Game/t017849k/Foliage/Flowers/M_Flowers.M_Flowers","0","58","6","1","89.082817","0","1323"
"/Game/t017849k/Particles/GlowBugs/M_GlowBugs.M_GlowBugs","0","112","4","1","159.498306","0","3176"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","5.129976","0","5"
"/Game/t017849k/Foliage/M_TreeMaster.M_TreeMaster","0","84","4","1","155.296295","0","2017"
"/Game/d017162l/Materials/M_Projectile.M_Projectile","0","83","6","1","116.582924","0","1106"
"/Game/t017849k/Particles/GlowBugs/M_Dust.M_Dust","0","112","2","1","159.376892","0","3599"
"/Game/t017849k/Foliage/Grass/M_Grass.M_Grass","0","56","6","1","89.017464","0","469"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","58","2","1","116.024948","0","433"
