"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","51","1","0.000000","0","0"
"/Game/W012557k/UI/fenceWood_BaseColor_Mat.fenceWood_BaseColor_Mat","0","0","28","1","0.000000","0","0"
"/Game/t017849k/StaticMeshes/M_Light.M_Light","0","0","23","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Snail/PM3D_Sphere3D3.PM3D_Sphere3D3","0","0","28","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Beetle/BeetleUnwrap.BeetleUnwrap","0","0","28","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Ant/PM3D_ZSphere2_3.PM3D_ZSphere2_3","0","0","28","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/MushroomUnwrap.MushroomUnwrap","0","0","28","1","0.000000","0","0"
"/Game/t017849k/RVT/Road/M_Road.M_Road","0","0","44","1","0.000000","0","0"
"/Game/t017849k/Particles/wind/Materials/M_Wind.M_Wind","0","0","27","1","0.000000","0","0"
"/Game/t017849k/Materials/Shaders/M_CelShader2.M_CelShader2","0","0","6","1","0.000000","0","0"
"/Game/t017849k/Materials/Shaders/M_CelShader.M_CelShader","0","0","6","1","0.000000","0","0"
"/Game/Maps/NoahsTestAssets/01_-_Default.01_-_Default","0","0","14","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","28","1","0.000000","0","0"
"/Game/ConnorMinns/Assets/Terrain/HybridMaterials/M_Water.M_Water","0","0","23","1","0.000000","0","0"
"/Game/ConnorMinns/Assets/Terrain/HybridMaterials/M_WallBlend.M_WallBlend","0","0","28","1","0.000000","0","0"
"/Game/ConnorMinns/Assets/Terrain/HybridMaterials/M_LilyPad.M_LilyPad","0","0","14","1","0.000000","0","0"
"/Game/ConnorMinns/Assets/Terrain/HybridMaterials/M_LandscapeBlend.M_LandscapeBlend","0","0","14","1","0.000000","0","0"
"/Game/Blueprints/TowerPlacing/Materials/RadiusOutline.RadiusOutline","0","0","24","1","0.000000","0","0"
"/Game/Blueprints/TowerPlacing/Materials/FlashMat.FlashMat","0","0","48","1","0.000000","0","0"
"/Game/Blueprints/TowerPlacing/Materials/01_-_Default.01_-_Default","0","0","14","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","125","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1516","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Game/W012557k/character/CharacterStuff/Ch39_Body.Ch39_Body","0","0","28","1","0.000000","0","0"
"/Game/t017849k/StaticMeshes/M_Seed.M_Seed","0","0","16","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Mushroom/MushroomUnwrap.MushroomUnwrap","0","0","28","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Flytrap/VATM_MushroomPotMat.VATM_MushroomPotMat","0","0","54","2","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Flytrap/VATM_PotMat.VATM_PotMat","0","0","54","2","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Flytrap/M_Flytrap.M_Flytrap","0","0","42","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Dragonfly/body.body","0","0","28","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Dragonfly/assets.assets","0","0","48","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Beetle/M_Beetle.M_Beetle","0","0","28","1","0.000000","0","0"
"/Game/t017849k/SkeletalMeshes/Beetle/default.default","0","0","28","1","0.000000","0","0"
"/Game/t017849k/Particles/wind/Materials/M_FallingLeaves.M_FallingLeaves","0","0","89","1","0.000000","0","0"
"/Game/t017849k/Particles/Butterflies/M_Butterfly.M_Butterfly","0","0","89","1","0.000000","0","0"
"/Game/t017849k/Materials/LandscapeMaterial/M_BorderMat.M_BorderMat","0","0","28","1","0.000000","0","0"
"/Game/t017849k/Foliage/Oak2/M_Oak2.M_Oak2","0","0","46","1","0.000000","0","0"
"/Game/t017849k/Foliage/Oak1/M_Oak1.M_Oak1","0","0","46","1","0.000000","0","0"
